type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.644000Z
remaining_size,0.00362882
order_id,0648a6d3-e33a-4ec5-aa02-ee7bf33f8948
type,done
price,6234.31000000
side,sell
time,2018-10-14T12:55:56.681000Z
remaining_size,0.02236629
order_id,715a8964-597f-463d-8193-2371630a988e
type,done
price,6233.02000000
side,sell
time,2018-10-14T12:55:56.683000Z
remaining_size,0.02236629
order_id,e1c960d0-9ed6-4ed7-b1dd-7c484c7f91dc
type,done
price,6235.90000000
side,sell
time,2018-10-14T12:55:56.684000Z
remaining_size,0.02236629
order_id,1e31bc73-c1d4-4b76-a2e0-46d6e5b1e259
type,received
price,6233.28000000
side,sell
time,2018-10-14T12:55:56.688000Z
size,0.02236629
order_id,1e31bc73-c1d4-4b76-a2e0-46d6e5b1e259
type,open
price,6233.28000000
side,sell
time,2018-10-14T12:55:56.688000Z
remaining_size,0.02236629
order_id,2f429e9b-77b7-466c-822d-796b8a9f7899
type,received
price,6234.87000000
side,sell
time,2018-10-14T12:55:56.691000Z
size,0.02236629
order_id,2f429e9b-77b7-466c-822d-796b8a9f7899
type,open
price,6234.87000000
side,sell
time,2018-10-14T12:55:56.691000Z
remaining_size,0.02236629
order_id,736c281a-f52f-4da1-af59-981b165291a3
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.700000Z
size,2.50000000
order_id,736c281a-f52f-4da1-af59-981b165291a3
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.700000Z
remaining_size,2.50000000
order_id,736c281a-f52f-4da1-af59-981b165291a3
type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.702000Z
remaining_size,2.50000000
order_id,22efab10-d7cd-4d79-bb09-44897212cabe
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.710000Z
size,2.50000000
order_id,22efab10-d7cd-4d79-bb09-44897212cabe
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.710000Z
remaining_size,2.50000000
order_id,213a0533-f913-4bee-95b4-b09f1f67026a
type,done
price,6233.02000000
side,sell
time,2018-10-14T12:55:56.711000Z
remaining_size,1.00000000
order_id,c247e5fb-a2d9-403f-a100-0d376aa3f5b5
type,done
price,6211.78000000
side,buy
time,2018-10-14T12:55:56.716000Z
remaining_size,0.00100716
order_id,22efab10-d7cd-4d79-bb09-44897212cabe
type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.717000Z
remaining_size,2.50000000
order_id,7ab49740-04b2-4fd9-bf7f-6e40df8278c6
type,done
price,6243.89000000
side,sell
time,2018-10-14T12:55:56.718000Z
remaining_size,0.02500000
order_id,e754475e-bd8f-4a95-916f-d46ddc0f18a9
type,done
price,6218.66000000
side,buy
time,2018-10-14T12:55:56.718000Z
remaining_size,0.90000000
order_id,0c2cfad7-fba9-41b6-a7be-7db91c9818af
type,done
price,6245.48000000
side,sell
time,2018-10-14T12:55:56.719000Z
remaining_size,0.90000000
order_id,43f9dd0a-b633-46ef-8945-2f84a5168931
type,done
price,6247.35000000
side,sell
time,2018-10-14T12:55:56.721000Z
remaining_size,0.90000000
order_id,5838c926-6da9-4ee7-99d0-7fa2fed8aac7
type,done
price,6220.53000000
side,buy
time,2018-10-14T12:55:56.721000Z
remaining_size,0.90000000
order_id,c37fdc8a-2b86-484a-8c9c-32bb1bb1141d
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.722000Z
size,1.00000000
order_id,c37fdc8a-2b86-484a-8c9c-32bb1bb1141d
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.722000Z
remaining_size,1.00000000
order_id,50bfbef6-ca21-40ef-aad7-e1606604c3d3
type,received
price,6220.80000000
side,buy
time,2018-10-14T12:55:56.726000Z
size,0.90000000
order_id,50bfbef6-ca21-40ef-aad7-e1606604c3d3
type,open
price,6220.80000000
side,buy
time,2018-10-14T12:55:56.726000Z
remaining_size,0.90000000
order_id,911f0ffa-4a3a-4b28-861a-46de0e2e5ace
type,received
price,6243.88000000
side,sell
time,2018-10-14T12:55:56.726000Z
size,0.02500000
order_id,911f0ffa-4a3a-4b28-861a-46de0e2e5ace
type,open
price,6243.88000000
side,sell
time,2018-10-14T12:55:56.726000Z
remaining_size,0.02500000
order_id,50bfbef6-ca21-40ef-aad7-e1606604c3d3
type,done
price,6220.80000000
side,buy
time,2018-10-14T12:55:56.728000Z
remaining_size,0.90000000
order_id,9891cb75-9345-43b3-a668-3c5ea0749bc5
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.730000Z
size,2.50000000
order_id,9891cb75-9345-43b3-a668-3c5ea0749bc5
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.730000Z
remaining_size,2.50000000
order_id,c37fdc8a-2b86-484a-8c9c-32bb1bb1141d
type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.731000Z
remaining_size,1.00000000
order_id,5a40e563-5886-4af6-8171-3867f3fbc56d
type,received
price,6245.75000000
side,sell
time,2018-10-14T12:55:56.734000Z
size,0.90000000
order_id,5a40e563-5886-4af6-8171-3867f3fbc56d
type,open
price,6245.75000000
side,sell
time,2018-10-14T12:55:56.734000Z
remaining_size,0.90000000
order_id,671ab484-3462-4171-a549-076d0bfa8ee0
type,received
price,6233.02000000
side,sell
time,2018-10-14T12:55:56.734000Z
size,1.00000000
order_id,671ab484-3462-4171-a549-076d0bfa8ee0
type,open
price,6233.02000000
side,sell
time,2018-10-14T12:55:56.734000Z
remaining_size,1.00000000
order_id,62cf72a3-46ce-4ebc-8a42-ac80cf36457e
type,done
price,6217.31000000
side,buy
time,2018-10-14T12:55:56.735000Z
remaining_size,0.87019600
order_id,0736d0ef-c90c-4fef-98f3-b5fd3ad001ad
type,received
price,6247.62000000
side,sell
time,2018-10-14T12:55:56.739000Z
size,0.90000000
order_id,0736d0ef-c90c-4fef-98f3-b5fd3ad001ad
type,open
price,6247.62000000
side,sell
time,2018-10-14T12:55:56.739000Z
remaining_size,0.90000000
order_id,e37952bf-85af-4e55-aba2-e68742d6886e
type,done
price,6242.77000000
side,sell
time,2018-10-14T12:55:56.739000Z
remaining_size,0.78228100
order_id,9891cb75-9345-43b3-a668-3c5ea0749bc5
type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.740000Z
remaining_size,2.50000000
order_id,f1993b8f-e49a-47b6-afff-3d74ef08041d
type,received
price,6192.01000000
side,buy
time,2018-10-14T12:55:56.742000Z
size,0.00100716
order_id,f1993b8f-e49a-47b6-afff-3d74ef08041d
type,open
price,6192.01000000
side,buy
time,2018-10-14T12:55:56.742000Z
remaining_size,0.00100716
order_id,778afc89-b2f1-430b-bcd4-08e867a95eb2
type,done
price,6224.06000000
side,buy
time,2018-10-14T12:55:56.742000Z
remaining_size,0.90000000
order_id,b588fd44-fb68-436c-a882-1e64afb54963
type,done
price,6248.59000000
side,sell
time,2018-10-14T12:55:56.746000Z
remaining_size,0.90000000
order_id,11ea11b5-0842-4b11-8a7c-baa18fca5ecb
type,received
price,6217.57000000
side,buy
time,2018-10-14T12:55:56.748000Z
size,0.87019600
order_id,11ea11b5-0842-4b11-8a7c-baa18fca5ecb
type,open
price,6217.57000000
side,buy
time,2018-10-14T12:55:56.748000Z
remaining_size,0.87019600
order_id,4bd6befd-7d26-445f-a272-a8baa15e59b5
type,received
price,6218.93000000
side,buy
time,2018-10-14T12:55:56.750000Z
size,0.90000000
order_id,4bd6befd-7d26-445f-a272-a8baa15e59b5
type,open
price,6218.93000000
side,buy
time,2018-10-14T12:55:56.750000Z
remaining_size,0.90000000
order_id,c5a275a4-080e-40cd-a138-0a1b0bc3fb60
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.753000Z
size,2.50000000
order_id,c5a275a4-080e-40cd-a138-0a1b0bc3fb60
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.753000Z
remaining_size,2.50000000
order_id,4bd6befd-7d26-445f-a272-a8baa15e59b5
type,done
price,6218.93000000
side,buy
time,2018-10-14T12:55:56.753000Z
remaining_size,0.90000000
order_id,671ab484-3462-4171-a549-076d0bfa8ee0
type,done
price,6233.02000000
side,sell
time,2018-10-14T12:55:56.757000Z
remaining_size,1.00000000
order_id,0736d0ef-c90c-4fef-98f3-b5fd3ad001ad
type,done
price,6247.62000000
side,sell
time,2018-10-14T12:55:56.764000Z
remaining_size,0.90000000
order_id,5b931f8e-d63e-4558-bf67-78450bd12c0a
type,received
price,6243.02000000
side,sell
time,2018-10-14T12:55:56.764000Z
size,0.78228100
order_id,5b931f8e-d63e-4558-bf67-78450bd12c0a
type,open
price,6243.02000000
side,sell
time,2018-10-14T12:55:56.764000Z
remaining_size,0.78228100
order_id,5a40e563-5886-4af6-8171-3867f3fbc56d
type,done
price,6245.75000000
side,sell
time,2018-10-14T12:55:56.766000Z
remaining_size,0.90000000
order_id,ec0a5ee1-05e3-48f7-881a-99a060e9e9fc
type,received
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.772000Z
size,1.00000000
order_id,ec0a5ee1-05e3-48f7-881a-99a060e9e9fc
type,open
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.772000Z
remaining_size,1.00000000
order_id,11ea11b5-0842-4b11-8a7c-baa18fca5ecb
type,done
price,6217.57000000
side,buy
time,2018-10-14T12:55:56.776000Z
remaining_size,0.87019600
order_id,5b931f8e-d63e-4558-bf67-78450bd12c0a
type,done
price,6243.02000000
side,sell
time,2018-10-14T12:55:56.779000Z
remaining_size,0.78228100
order_id,8106beea-8306-480a-8154-b2b9f56dce59
type,received
price,6248.85000000
side,sell
time,2018-10-14T12:55:56.780000Z
size,0.90000000
order_id,8106beea-8306-480a-8154-b2b9f56dce59
type,open
price,6248.85000000
side,sell
time,2018-10-14T12:55:56.780000Z
remaining_size,0.90000000
order_id,8106beea-8306-480a-8154-b2b9f56dce59
type,done
price,6248.85000000
side,sell
time,2018-10-14T12:55:56.783000Z
remaining_size,0.90000000
order_id,0657bee3-1a68-435c-a953-a710782bc490
type,received
price,6217.58000000
side,buy
time,2018-10-14T12:55:56.789000Z
size,0.87019600
order_id,0657bee3-1a68-435c-a953-a710782bc490
type,open
price,6217.58000000
side,buy
time,2018-10-14T12:55:56.789000Z
remaining_size,0.87019600
order_id,c5a275a4-080e-40cd-a138-0a1b0bc3fb60
type,done
price,6233.01000000
side,buy
time,2018-10-14T12:55:56.789000Z
remaining_size,2.50000000
order_id,cf9136df-7cc7-48d9-8389-a544a2dc295b
type,received
price,6224.31000000
side,buy
time,2018-10-14T12:55:56.794000Z
size,0.90000000
order_id,cf9136df-7cc7-48d9-8389-a544a2dc295b
type,open
price,6224.31000000
side,buy
time,2018-10-14T12:55:56.794000Z
remaining_size,0.90000000
